City name,Url
Schwarzwald-Baar-Kreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Schwarzwald-Baar-Kreis
Tuttlingen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Tuttlingen
Konstanz,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Konstanz
Lörrach,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Lörrach
Waldshut,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Waldshut
Reutlingen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Reutlingen
Tübingen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Tübingen
Zollernalbkreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Zollernalbkreis
Ulm,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Ulm
Alb-Donau-Kreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Alb-Donau-Kreis
Biberach,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Biberach
Bodenseekreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Bodenseekreis
Ravensburg,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Ravensburg
Sigmaringen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Sigmaringen
Ingolstadt,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Ingolstadt
München,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_München
Rosenheim,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Rosenheim
Altötting,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Altötting
Berchtesgadener Land,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Berchtesgadener_Land
Bad Tölz-Wolfratshausen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Bad_Tölz-Wolfratshausen
Dachau,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Dachau
Ebersberg,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Ebersberg
Eichstätt,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Eichstätt
Erding,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Erding
Freising,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Freising
Fürstenfeldbruck,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Fürstenfeldbruck
Garmisch-Partenkirchen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Garmisch-Partenkirchen
Landsberg am Lech,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Landsberg_a.Lech
Miesbach,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Miesbach
Mühldorf a. Inn,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Mühldorf_a.Inn
München,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_München
Neuburg-Schrobenhausen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Neuburg-Schrobenhausen
Pfaffenhofen a.d. Ilm,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Pfaffenhofen_a.d.Ilm
Rosenheim,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Rosenheim
Starnberg,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Starnberg
Traunstein,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Traunstein
Weilheim-Schongau,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Weilheim-Schongau
Landshut,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Landshut
Passau,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Passau
Straubing,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Straubing
Deggendorf,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Deggendorf
Freyung-Grafenau,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Freyung-Grafenau
Kelheim,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Kelheim
Landshut,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Landshut
Passau,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Passau
Regen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Regen
Rottal-Inn,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Rottal-Inn
Straubing-Bogen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Straubing-Bogen
Dingolfing-Landau,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Dingolfing-Landau
Amberg,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Amberg
Regensburg,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Regensburg
Weiden i.d. OPf.,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Weiden_i.d.OPf.
Amberg-Sulzbach,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Amberg-Sulzbach
Cham,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Cham
Neumarkt i.d. OPf.,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Neumarkt_i.d.OPf.
Neustadt a.d. Waldnaab,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Neustadt_a.d.Waldnaab
Regensburg,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Regensburg
Schwandorf,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Schwandorf
Tirschenreuth,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Tirschenreuth
Bamberg,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Bamberg
Bayreuth,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Bayreuth
Coburg,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Coburg
Hof,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Hof
Bamberg,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Bamberg
Bayreuth,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Bayreuth
Coburg,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Coburg
Forchheim,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Forchheim
Hof,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Hof
Kronach,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Kronach
Kulmbach,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Kulmbach
Lichtenfels,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Lichtenfels
Wunsiedel i. Fichtelgebirge,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Wunsiedel_i.Fichtelgebirge
Ansbach,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Ansbach
Erlangen,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Erlangen
Fürth,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Fürth
Nürnberg,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Nürnberg
Schwabach,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Schwabach
Ansbach,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Ansbach
Erlangen-Höchstadt,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Erlangen-Höchstadt
Fürth,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Fürth
Nürnberger Land,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Nürnberger_Land
Neustadt a.d. Aisch-Bad Windsheim,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Neustadt_a.d.Aisch-Bad_Windsheim
Roth,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Roth
Weißenburg-Gunzenhausen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Weißenburg-Gunzenhausen
Aschaffenburg,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Aschaffenburg
Schweinfurt,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Schweinfurt
Würzburg,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Würzburg
Aschaffenburg,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Aschaffenburg
Bad Kissingen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Bad_Kissingen
Rhön-Grabfeld,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Rhön-Grabfeld
Haßberge,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Haßberge
Kitzingen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Kitzingen
Miltenberg,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Miltenberg
Main-Spessart,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Main-Spessart
Schweinfurt,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Schweinfurt
Würzburg,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Würzburg
Augsburg,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Augsburg
Kaufbeuren,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Kaufbeuren
Kempten (Allgäu),https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Kempten
Memmingen,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Memmingen
Aichach-Friedberg,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Aichach-Friedberg
Augsburg,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Augsburg
Dillingen a.d. Donau,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Dillingen_a.d.Donau
Günzburg,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Günzburg
Neu-Ulm,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Neu-Ulm
Lindau (Bodensee),https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Lindau
Ostallgäu,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Ostallgäu
Unterallgäu,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Unterallgäu
Donau-Ries,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Donau-Ries
Oberallgäu,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Oberallgäu
Regionalverband Saarbrücken,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Stadtverband_Saarbrücken
Merzig-Wadern,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Merzig-Wadern
Neunkirchen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Neunkirchen
Saarlouis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Saarlouis
Saarpfalz-Kreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Saar-Pfalz-Kreis
St. Wendel,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Sankt_Wendel
Brandenburg an der Havel,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Brandenburg_a.d.Havel
Cottbus,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Cottbus
Frankfurt (Oder),https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Frankfurt_(Oder)
Potsdam,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Potsdam
Barnim,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Barnim
Dahme-Spreewald,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Dahme-Spreewald
Elbe-Elster,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Elbe-Elster
Havelland,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Havelland
Märkisch-Oderland,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Märkisch-Oderland
Oberhavel,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Oberhavel
Oberspreewald-Lausitz,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Oberspreewald-Lausitz
Oder-Spree,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Oder-Spree
Ostprignitz-Ruppin,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Ostprignitz-Ruppin
Potsdam-Mittelmark,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Potsdam-Mittelmark
Prignitz,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Prignitz
Spree-Neiße,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Spree-Neiße
Teltow-Fläming,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Teltow-Fläming
Uckermark,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Uckermark
Rostock,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Rostock
Schwerin,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Schwerin
Mecklenburgische Seenplatte,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Mecklenburgische_Seenplatte
Rostock,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Rostock
Vorpommern-Rügen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Vorpommern-Rügen
Nordwestmecklenburg,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Nordwestmecklenburg
Vorpommern-Greifswald,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Vorpommern-Greifswald
Ludwigslust-Parchim,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Ludwigslust-Parchim
Chemnitz,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Chemnitz
Erzgebirgskreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Erzgebirgskreis
Mittelsachsen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Mittelsachsen
Vogtlandkreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Vogtlandkreis
Zwickau,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Zwickau
Dresden,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Dresden
Bautzen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Bautzen
Görlitz,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Görlitz
Meißen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Meißen
Sächsische Schweiz-Osterzgebirge,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Sächsische_Schweiz-Osterzgebirge
Leipzig,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Leipzig
Leipzig,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Leipzig
Nordsachsen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Nordsachsen
Dessau-Roßlau,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Dessau-Roßlau
Halle (Saale),https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Halle
Magdeburg,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Magdeburg
Altmarkkreis Salzwedel,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Altmarkkreis_Salzwedel
Anhalt-Bitterfeld,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Anhalt-Bitterfeld
Börde,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Börde
Burgenlandkreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Burgenlandkreis
Harz,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Harz
Jerichower Land,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Jerichower_Land
Mansfeld-Südharz,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Mansfeld-Südharz
Saalekreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Saalekreis
Salzlandkreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Salzlandkreis
Stendal,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Stendal
Wittenberg,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Wittenberg
Erfurt,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Erfurt
Gera,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Gera
Jena,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Jena
Suhl,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Suhl
Weimar,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Weimar
Eisenach,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Eisenach
Eichsfeld,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Eichsfeld
Nordhausen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Nordhausen
Wartburgkreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Wartburgkreis
Unstrut-Hainich-Kreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Unstrut-Hainich-Kreis
Kyffhäuserkreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Kyffhäuserkreis
Schmalkalden-Meiningen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Schmalkalden-Meiningen
Gotha,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Gotha
Sömmerda,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Sömmerda
Hildburghausen,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Hildburghausen
Ilm-Kreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Ilm-Kreis
Weimarer Land,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Weimarer_Land
Sonneberg,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Sonneberg
Saalfeld-Rudolstadt,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Saalfeld-Rudolstadt
Saale-Holzland-Kreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Saale-Holzland-Kreis
Saale-Orla-Kreis,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Saale-Orla-Kreis
Greiz,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Greiz
Altenburger Land,https://darkpeakanalytics.shinyapps.io/lcd_query/?LK_Altenburger_Land
Berlin Reinickendorf,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Berlin_Reinickendorf
Berlin Charlottenburg-Wilmersdorf,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Berlin_Charlottenburg-Wilmersdorf
Berlin Treptow-Köpenick,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Berlin_Treptow-Köpenick
Berlin Pankow,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Berlin_Pankow
Berlin Neukölln,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Berlin_Neukölln
Berlin Lichtenberg,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Berlin_Lichtenberg
Berlin Marzahn-Hellersdorf,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Berlin_Marzahn-Hellersdorf
Berlin Spandau,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Berlin_Spandau
Berlin Steglitz-Zehlendorf,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Berlin_Steglitz-Zehlendorf
Berlin Mitte,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Berlin_Mitte
Berlin Friedrichshain-Kreuzberg,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Berlin_Friedrichshain-Kreuzberg
Berlin Tempelhof-Schöneberg,https://darkpeakanalytics.shinyapps.io/lcd_query/?SK_Berlin_Tempelhof-Schöneberg